,label,set
600,Sugar,train
9689,Sugar,train
9170,Sugar,train
8484,Sugar,train
7213,Sugar,train
11703,Sugar,train
7595,Sugar,train
11484,Sugar,train
4512,Sugar,train
11254,Sugar,train
8278,Sugar,train
684,Sugar,train
11033,Sugar,train
1637,Sugar,train
701,Sugar,train
7283,Sugar,train
8395,Sugar,train
5983,Sugar,train
6127,Sugar,train
6558,Sugar,train
5166,Sugar,train
8772,Sugar,train
10821,Sugar,train
3412,Sugar,train
3796,Sugar,train
8491,Sugar,train
5252,Sugar,train
7326,Sugar,train
1825,Sugar,train
8693,Sugar,train
4293,Sugar,train
3504,Sugar,train
5856,Sugar,train
2558,Sugar,train
11773,Sugar,train
6643,Sugar,train
6745,Sugar,train
11759,Sugar,train
8312,Sugar,train
2539,Sugar,train
8428,Sugar,train
3912,Sugar,train
5461,Sugar,train
3770,Sugar,train
2544,Sugar,train
7427,Sugar,train
1234,Sugar,train
7315,Sugar,train
5209,Sugar,train
9441,Sugar,train
10979,Sugar,train
9876,Sugar,train
2794,Sugar,train
2327,Sugar,train
6833,Sugar,train
7756,Sugar,train
123,Sugar,train
11486,Sugar,train
4936,Sugar,train
10013,Sugar,train
5588,Sugar,train
7771,Sugar,train
5022,Sugar,train
5144,Sugar,train
9762,Sugar,train
8544,Sugar,train
5542,Sugar,train
7259,Sugar,train
2335,Sugar,train
1150,Sugar,train
3621,Sugar,train
9126,Sugar,train
6189,Sugar,train
11183,Sugar,train
11300,Sugar,train
10519,Sugar,train
8132,Sugar,train
9420,Sugar,train
480,Sugar,train
3576,Sugar,train
917,Sugar,train
3065,Sugar,train
808,Sugar,train
5523,Sugar,train
10516,Sugar,train
11109,Sugar,train
4278,Sugar,train
7844,Sugar,train
2839,Sugar,train
1608,Sugar,train
215,Sugar,train
7805,Sugar,train
5407,Sugar,train
5623,Sugar,train
9340,Sugar,train
7331,Sugar,train
9946,Sugar,train
9685,Sugar,train
6996,Sugar,train
4357,Sugar,train
3892,Sugar,train
7480,Sugar,train
445,Sugar,train
3658,Sugar,train
10443,Sugar,train
9820,Sugar,train
2783,Sugar,train
2892,Sugar,train
5711,Sugar,train
4662,Sugar,train
6674,Sugar,train
5897,Sugar,train
8781,Sugar,train
10092,Sugar,train
2117,Sugar,train
6031,Sugar,train
5148,Sugar,train
6432,Sugar,train
5255,Sugar,train
817,Sugar,train
4146,Sugar,train
1865,Sugar,train
9623,Sugar,train
9348,Sugar,train
10297,Sugar,train
8431,Sugar,train
5294,Sugar,train
636,Sugar,train
7490,Sugar,train
7367,Sugar,train
4701,Sugar,train
3387,Sugar,train
9431,Sugar,train
3461,Sugar,train
1973,Sugar,train
6826,Sugar,train
2504,Sugar,train
10050,Sugar,train
10466,Sugar,train
166,Sugar,train
10617,Sugar,train
10957,Sugar,train
3258,Sugar,train
10422,Sugar,train
1144,Sugar,train
11190,Sugar,train
4645,Sugar,train
4258,Sugar,train
4746,Sugar,train
10411,Sugar,train
9692,Sugar,train
7545,Sugar,train
5001,Sugar,train
1796,Sugar,train
6908,Sugar,train
9020,Sugar,train
8784,Sugar,train
492,Sugar,train
3895,Sugar,train
4230,Sugar,train
4053,Sugar,train
420,Sugar,train
3607,Sugar,train
11647,Sugar,train
3479,Sugar,train
2654,Sugar,train
7411,Sugar,train
9296,Sugar,train
9826,Sugar,train
173,Sugar,train
10250,Sugar,train
11038,Sugar,train
9695,Sugar,train
1932,Sugar,train
3123,Sugar,train
9272,Sugar,train
5006,Sugar,train
3794,Sugar,train
7685,Sugar,train
515,Sugar,train
6336,Sugar,train
10497,Sugar,train
7394,Sugar,train
10611,Sugar,train
11391,Sugar,train
10395,Sugar,train
11655,Sugar,train
9831,Sugar,train
10059,Sugar,train
8494,Sugar,train
9789,Sugar,train
1656,Sugar,train
188,Sugar,train
2972,Sugar,train
7255,Sugar,train
7089,Sugar,train
874,Sugar,train
3696,Sugar,train
5090,Sugar,train
10536,Sugar,train
8723,Sugar,train
10216,Sugar,train
8604,Sugar,train
11130,Sugar,train
4157,Sugar,train
4010,Sugar,train
4032,Sugar,train
10086,Sugar,train
2491,Sugar,train
10588,Sugar,train
4792,Sugar,train
7420,Sugar,train
159,Sugar,train
4919,Sugar,train
4883,Sugar,train
8361,Sugar,train
2480,Sugar,train
10409,Sugar,train
4111,Sugar,train
9048,Sugar,train
1318,Sugar,train
4,Sugar,train
7264,Sugar,train
9378,Sugar,train
9210,Sugar,train
3062,Sugar,train
6428,Sugar,train
3987,Sugar,train
536,Sugar,train
9485,Sugar,train
1604,Sugar,train
4043,Sugar,train
4577,Sugar,train
5687,Sugar,train
3551,Sugar,train
5849,Sugar,train
2383,Sugar,train
4216,Sugar,train
7900,Sugar,train
3304,Sugar,train
4131,Sugar,train
8942,Sugar,train
3959,Sugar,train
11450,Sugar,train
9385,Sugar,train
9884,Sugar,train
1180,Sugar,train
5879,Sugar,train
9673,Sugar,train
8522,Sugar,train
9312,Sugar,train
11622,Sugar,train
1299,Sugar,train
1947,Sugar,train
6579,Sugar,train
4634,Sugar,train
3318,Sugar,train
6250,Sugar,train
254,Sugar,train
234,Sugar,train
10875,Sugar,train
3924,Sugar,train
7425,Sugar,train
5974,Sugar,train
5874,Sugar,train
4575,Sugar,train
1585,Sugar,train
3691,Sugar,train
9744,Sugar,train
1519,Sugar,train
3506,Sugar,train
8865,Sugar,train
4833,Sugar,train
1196,Sugar,train
7415,Sugar,train
6979,Sugar,train
4055,Sugar,train
2686,Sugar,train
8741,Sugar,train
2522,Sugar,train
3392,Sugar,train
8266,Sugar,train
4938,Sugar,train
6655,Sugar,train
11376,Sugar,train
10031,Sugar,train
4018,Sugar,train
1882,Sugar,train
7583,Sugar,train
10762,Sugar,train
1095,Sugar,train
1008,Sugar,train
10084,Sugar,train
8632,Sugar,train
8867,Sugar,train
5178,Sugar,train
6939,Sugar,train
6566,Sugar,train
11272,Sugar,train
4385,Sugar,train
8858,Sugar,train
5325,Sugar,train
5348,Sugar,train
6526,Sugar,train
1938,Sugar,train
8289,Sugar,train
9546,Sugar,train
9135,Sugar,train
5754,Sugar,train
4000,Sugar,train
6969,Sugar,train
500,Sugar,train
5495,Sugar,train
6471,Sugar,train
7694,Sugar,train
7109,Sugar,train
8828,Sugar,train
1265,Sugar,train
426,Sugar,train
65,Sugar,train
7125,Sugar,train
5560,Sugar,train
3154,Sugar,train
1994,Sugar,train
7370,Sugar,train
4198,Sugar,train
1187,Sugar,train
2786,Sugar,train
10779,Sugar,train
3390,Sugar,train
8902,Sugar,train
1662,Sugar,train
5841,Sugar,train
6129,Sugar,train
10775,Sugar,train
11507,Sugar,train
6118,Sugar,train
5232,Sugar,train
6645,Sugar,train
11387,Sugar,train
3580,Sugar,train
2441,Sugar,train
4963,Sugar,train
11361,Sugar,train
11729,Sugar,train
10503,Sugar,train
9611,Sugar,train
2983,Sugar,train
6819,Sugar,train
7546,Sugar,train
11439,Sugar,train
4929,Sugar,train
6197,Sugar,train
8462,Sugar,train
10301,Sugar,train
9569,Sugar,train
8803,Sugar,train
4170,Sugar,train
5803,Sugar,train
6972,Sugar,train
9078,Sugar,train
2350,Sugar,train
9392,Sugar,train
4304,Sugar,train
9488,Sugar,train
6616,Sugar,train
890,Sugar,train
9278,Sugar,train
10080,Sugar,train
3374,Sugar,train
4737,Sugar,train
8675,Sugar,train
408,Sugar,train
8004,Sugar,train
6910,Sugar,train
642,Sugar,train
9069,Sugar,train
849,Sugar,train
273,Sugar,train
9291,Sugar,train
935,Sugar,train
1771,Sugar,train
10164,Sugar,train
987,Sugar,train
6798,Sugar,train
10166,Sugar,train
6388,Sugar,train
8926,Sugar,train
9352,Sugar,train
1653,Sugar,train
11011,Sugar,train
963,Sugar,train
4723,Sugar,train
4289,Sugar,train
3535,Sugar,train
3767,Sugar,train
4133,Sugar,train
7362,Sugar,train
2574,Sugar,train
6648,Sugar,train
5258,Sugar,train
7233,Sugar,train
10388,Sugar,train
6342,Sugar,train
8954,Sugar,train
7752,Sugar,train
3637,Sugar,train
1960,Sugar,train
8445,Sugar,train
10725,Sugar,train
10693,Sugar,train
10025,Sugar,train
6762,Sugar,train
5863,Sugar,train
3827,Sugar,train
11138,Sugar,train
8630,Sugar,train
10424,Sugar,train
482,Sugar,train
10818,Sugar,train
8640,Sugar,train
11068,Sugar,train
1148,Sugar,train
6730,Sugar,train
11474,Sugar,train
11099,Sugar,train
7378,Sugar,train
4867,Sugar,train
738,Sugar,train
4473,Sugar,train
6272,Sugar,train
6952,Sugar,train
1929,Sugar,train
7516,Sugar,train
3403,Sugar,train
926,Sugar,train
1338,Sugar,train
868,Sugar,train
11095,Sugar,train
79,Sugar,train
9505,Sugar,train
7778,Sugar,train
5185,Sugar,train
2263,Sugar,train
3038,Sugar,train
7903,Sugar,train
10717,Sugar,train
9015,Sugar,train
2976,Sugar,train
3792,Sugar,train
4471,Sugar,train
1325,Sugar,train
11476,Sugar,train
534,Sugar,train
6092,Sugar,train
10911,Sugar,train
1852,Sugar,train
1252,Sugar,train
1527,Sugar,train
9374,Sugar,train
2548,Sugar,train
2632,Sugar,train
8184,Sugar,train
11155,Sugar,train
5365,Sugar,train
9950,Sugar,train
5616,Sugar,train
7243,Sugar,train
4279,Sugar,train
8512,Sugar,train
6783,Sugar,train
1270,Sugar,train
6506,Sugar,train
11195,Sugar,train
8635,Sugar,train
5795,Sugar,train
2981,Sugar,train
4094,Sugar,train
3784,Sugar,train
7550,Sugar,train
3055,Sugar,train
1475,Sugar,train
655,Sugar,train
11135,Sugar,train
1560,Sugar,train
4959,Sugar,train
7228,Sugar,train
5110,Sugar,train
6435,Sugar,train
1680,Sugar,train
7931,Sugar,train
3524,Sugar,train
6516,Sugar,train
11438,Sugar,train
1545,Sugar,train
975,Sugar,train
396,Sugar,train
783,Sugar,train
9046,Sugar,train
4123,Sugar,train
8562,Sugar,train
6890,Sugar,train
2007,Sugar,train
1856,Sugar,train
10055,Sugar,train
2506,Sugar,train
9517,Sugar,train
8249,Sugar,train
865,Sugar,train
7609,Sugar,train
85,Sugar,train
9679,Sugar,train
5424,Sugar,train
7580,Sugar,train
8369,Sugar,train
7230,Sugar,train
6550,Sugar,train
5912,Sugar,train
440,Sugar,train
2057,Sugar,train
8733,Sugar,train
6262,Sugar,train
8412,Sugar,train
1777,Sugar,train
10363,Sugar,train
151,Sugar,train
2014,Sugar,train
5943,Sugar,train
2708,Sugar,train
2792,Sugar,train
4138,Sugar,train
7925,Sugar,train
9252,Sugar,train
2557,Sugar,train
8557,Sugar,train
9091,Sugar,train
5205,Sugar,train
6398,Sugar,train
108,Sugar,train
5806,Sugar,train
4435,Sugar,train
9198,Sugar,train
7911,Sugar,train
3311,Sugar,train
1868,Sugar,train
2679,Sugar,train
27,Sugar,train
6758,Sugar,train
6287,Sugar,train
2449,Sugar,train
7295,Sugar,train
6929,Sugar,train
10469,Sugar,train
3887,Sugar,train
10812,Sugar,train
249,Sugar,train
9932,Sugar,train
8074,Sugar,train
7607,Sugar,train
6569,Sugar,train
11558,Sugar,train
718,Sugar,train
8299,Sugar,train
7487,Sugar,train
12,Sugar,train
11247,Sugar,train
11677,Sugar,train
5500,Sugar,train
4621,Sugar,train
3289,Sugar,train
3881,Sugar,train
4441,Sugar,train
2947,Sugar,train
1221,Sugar,train
2691,Sugar,train
10901,Sugar,train
9765,Sugar,train
7687,Sugar,train
972,Sugar,train
5060,Sugar,train
8862,Sugar,train
6146,Sugar,train
8501,Sugar,train
5585,Sugar,train
9283,Sugar,train
3849,Sugar,train
2364,Sugar,train
5685,Sugar,train
10563,Sugar,train
4272,Sugar,train
7078,Sugar,train
5428,Sugar,train
2066,Sugar,train
10279,Sugar,train
11511,Sugar,train
7467,Sugar,train
2312,Sugar,train
8923,Sugar,train
11071,Sugar,train
9836,Sugar,train
4740,Sugar,train
11742,Sugar,train
76,Sugar,train
10172,Sugar,train
3187,Sugar,train
7279,Sugar,train
9159,Sugar,train
3028,Sugar,train
5004,Sugar,train
6256,Sugar,train
2140,Sugar,train
10139,Sugar,train
2694,Sugar,train
8051,Sugar,train
6587,Sugar,train
3108,Sugar,train
2870,Sugar,train
8219,Sugar,train
9907,Sugar,train
6789,Sugar,train
563,Sugar,train
5531,Sugar,train
2898,Sugar,train
236,Sugar,train
8798,Sugar,train
11078,Sugar,train
10849,Sugar,train
7846,Sugar,train
2310,Sugar,train
9466,Sugar,train
10157,Sugar,train
5462,Sugar,train
8099,Sugar,train
2533,Sugar,train
8671,Sugar,train
3483,Sugar,train
5360,Sugar,train
470,Sugar,train
7802,Sugar,train
2569,Sugar,train
4240,Sugar,train
9926,Sugar,train
1566,Sugar,train
10300,Sugar,train
7469,Sugar,train
8224,Sugar,train
9897,Sugar,train
9414,Sugar,train
7576,Sugar,train
6463,Sugar,train
6278,Sugar,train
9396,Sugar,train
3309,Sugar,train
4208,Sugar,train
9849,Sugar,train
7475,Sugar,train
8206,Sugar,train
1104,Sugar,train
9319,Sugar,train
8032,Sugar,train
9606,Sugar,train
2265,Sugar,train
7032,Sugar,train
6267,Sugar,train
751,Sugar,train
10929,Sugar,train
4079,Sugar,train
10732,Sugar,train
1210,Sugar,train
5473,Sugar,train
10356,Sugar,train
264,Sugar,train
2324,Sugar,train
3688,Sugar,train
8705,Sugar,train
4126,Sugar,train
6588,Sugar,train
3435,Sugar,train
2864,Sugar,train
3020,Sugar,train
1735,Sugar,train
9276,Sugar,train
7680,Sugar,train
11317,Sugar,train
8080,Sugar,train
11186,Sugar,train
329,Sugar,train
6349,Sugar,train
1360,Sugar,train
5652,Sugar,train
7068,Sugar,train
6983,Sugar,train
7715,Sugar,train
522,Sugar,train
10481,Sugar,train
6291,Sugar,train
4282,Sugar,train
6700,Sugar,train
5244,Sugar,train
3611,Sugar,train
3512,Sugar,train
6500,Sugar,train
10998,Sugar,train
6501,Sugar,train
7438,Sugar,train
2553,Sugar,train
11651,Sugar,train
884,Sugar,train
11640,Sugar,train
11054,Sugar,train
8435,Sugar,train
8582,Sugar,train
11453,Sugar,train
8398,Sugar,train
10207,Sugar,train
7215,Sugar,train
4506,Sugar,train
7963,Sugar,train
8654,Sugar,train
6901,Sugar,train
8720,Sugar,train
10097,Sugar,train
6341,Sugar,train
3915,Sugar,train
6192,Sugar,train
6802,Sugar,train
7085,Sugar,train
3939,Sugar,train
179,Sugar,train
1500,Sugar,train
144,Sugar,train
5724,Sugar,train
4838,Sugar,train
1002,Sugar,train
4191,Sugar,train
6737,Sugar,train
11716,Sugar,train
7833,Sugar,train
11693,Sugar,train
4497,Sugar,train
9539,Sugar,train
9877,Sugar,train
7134,Sugar,train
733,Sugar,train
5643,Sugar,train
5678,Sugar,train
3151,Sugar,train
11061,Sugar,train
7558,Sugar,train
9881,Sugar,train
9058,Sugar,train
8642,Sugar,train
7916,Sugar,train
3757,Sugar,train
945,Sugar,train
7921,Sugar,train
2956,Sugar,train
10099,Sugar,train
7485,Sugar,train
3950,Sugar,train
8963,Sugar,train
7972,Sugar,train
1451,Sugar,train
18,Sugar,train
2605,Sugar,train
5885,Sugar,train
1015,Sugar,train
8895,Sugar,train
9022,Sugar,train
10125,Sugar,train
4583,Sugar,train
2799,Sugar,train
6510,Sugar,train
2178,Sugar,train
1195,Sugar,train
8129,Sugar,train
1879,Sugar,train
2613,Sugar,train
1005,Sugar,train
8697,Sugar,train
5883,Sugar,train
11382,Sugar,train
9854,Sugar,train
9935,Sugar,train
8276,Sugar,train
9742,Sugar,train
10544,Sugar,train
8096,Sugar,train
8244,Sugar,train
4024,Sugar,train
2565,Sugar,train
6015,Sugar,train
1418,Sugar,train
961,Sugar,train
6690,Sugar,train
7281,Sugar,train
7153,Sugar,train
6482,Sugar,train
4087,Sugar,train
1021,Sugar,train
11734,Sugar,train
5344,Sugar,train
10976,Sugar,train
5383,Sugar,train
8272,Sugar,train
1494,Sugar,train
11516,Sugar,train
10971,Sugar,train
362,Sugar,train
6252,Sugar,train
4879,Sugar,train
10774,Sugar,train
3234,Sugar,train
1457,Sugar,train
10416,Sugar,train
9641,Sugar,train
8889,Sugar,train
7876,Sugar,train
10476,Sugar,train
6242,Sugar,train
3753,Sugar,train
4235,Sugar,train
6004,Sugar,train
6264,Sugar,train
2415,Sugar,train
8404,Sugar,train
1773,Sugar,train
5610,Sugar,train
9494,Sugar,train
9202,Sugar,train
11615,Sugar,train
3408,Sugar,train
3942,Sugar,train
6329,Sugar,train
262,Sugar,train
5212,Sugar,train
10605,Sugar,train
8499,Sugar,train
8824,Sugar,train
2355,Sugar,train
6777,Sugar,train
6942,Sugar,train
1602,Sugar,train
11461,Sugar,train
7706,Sugar,train
2288,Sugar,train
7008,Sugar,train
11420,Sugar,train
1659,Sugar,train
9267,Sugar,train
2380,Sugar,train
4631,Sugar,train
8806,Sugar,train
6338,Sugar,train
4248,Sugar,train
10312,Sugar,train
9803,Sugar,train
9809,Sugar,train
1158,Sugar,train
5103,Sugar,train
9032,Sugar,train
8725,Sugar,train
3705,Sugar,train
5369,Sugar,train
9959,Sugar,train
8607,Sugar,train
6561,Sugar,train
5630,Sugar,train
735,Sugar,train
385,Sugar,train
1101,Sugar,train
502,Sugar,train
4735,Sugar,train
7324,Sugar,train
11364,Sugar,train
4137,Sugar,train
11327,Sugar,train
8029,Sugar,train
1471,Sugar,train
6326,Sugar,train
9784,Sugar,train
6458,Sugar,train
9500,Sugar,train
6748,Sugar,train
10023,Sugar,train
306,Sugar,train
5777,Sugar,train
3216,Sugar,train
6368,Sugar,train
10118,Sugar,train
11637,Sugar,train
1393,Sugar,train
1723,Sugar,train
10643,Sugar,train
859,Sugar,train
7166,Sugar,train
542,Sugar,train
1346,Sugar,train
4189,Sugar,train
9343,Sugar,train
8281,Sugar,train
4976,Sugar,train
5139,Sugar,train
10547,Sugar,train
4751,Sugar,train
2311,Sugar,train
2703,Sugar,train
5551,Sugar,train
1502,Sugar,train
8885,Sugar,train
6392,Sugar,train
11601,Sugar,train
9188,Sugar,train
7849,Sugar,train
11496,Sugar,train
2425,Sugar,train
1714,Sugar,train
6224,Sugar,train
11174,Sugar,train
2430,Sugar,train
8212,Sugar,train
5955,Sugar,train
3164,Sugar,train
9454,Sugar,train
10010,Sugar,train
2119,Sugar,train
6956,Sugar,train
2151,Sugar,train
2737,Sugar,train
1425,Sugar,train
9065,Sugar,train
6302,Sugar,train
6036,Sugar,train
3982,Sugar,train
2341,Sugar,train
374,Sugar,train
2189,Sugar,train
9005,Sugar,train
11082,Sugar,train
8329,Sugar,train
4517,Sugar,train
6175,Sugar,train
9191,Sugar,train
7050,Sugar,train
6576,Sugar,train
103,Sugar,train
6804,Sugar,train
5483,Sugar,train
6539,Sugar,train
8729,Sugar,train
222,Sugar,train
11201,Sugar,train
10449,Sugar,train
3491,Sugar,train
11089,Sugar,train
3724,Sugar,train
10656,Sugar,train
4798,Sugar,train
11269,Sugar,train
3885,Sugar,train
11110,Sugar,train
820,Sugar,train
9551,Sugar,train
4566,Sugar,train
6044,Sugar,train
1578,Sugar,train
7337,Sugar,train
9043,Sugar,train
1059,Sugar,train
10258,Sugar,train
10338,Sugar,train
7057,Sugar,train
2473,Sugar,train
2923,Sugar,train
9976,Sugar,train
2320,Sugar,train
3067,Sugar,train
10744,Sugar,train
191,Sugar,train
5571,Sugar,train
5009,Sugar,train
9001,Sugar,train
11542,Sugar,train
7781,Sugar,train
11665,Sugar,train
424,Sugar,train
10992,Sugar,train
7712,Sugar,train
4910,Sugar,train
584,Sugar,train
2005,Sugar,train
6563,Sugar,train
1121,Sugar,train
9011,Sugar,train
10833,Sugar,train
183,Sugar,train
9701,Sugar,train
1116,Sugar,train
10559,Sugar,train
4914,Sugar,train
6668,Sugar,train
7389,Sugar,train
6603,Sugar,train
2903,Sugar,train
6455,Sugar,train
862,Sugar,train
6944,Sugar,train
11628,Sugar,train
7188,Sugar,train
9212,Sugar,train
1181,Sugar,train
6911,Sugar,train
7627,Sugar,train
4544,Sugar,train
4340,Sugar,train
11564,Sugar,train
3220,Sugar,train
8919,Sugar,train
9647,Sugar,train
6186,Sugar,train
210,Sugar,train
3307,Sugar,train
9227,Sugar,train
5455,Sugar,train
6551,Sugar,train
7396,Sugar,train
352,Sugar,train
758,Sugar,train
4505,Sugar,train
3210,Sugar,train
3072,Sugar,train
5171,Gravel,train
10965,Gravel,train
10930,Gravel,train
8174,Gravel,train
1464,Gravel,train
10140,Gravel,train
10502,Gravel,train
11561,Gravel,train
4321,Gravel,train
5214,Gravel,train
9207,Gravel,train
7388,Gravel,train
11237,Gravel,train
9698,Gravel,train
3602,Gravel,train
6027,Gravel,train
11127,Gravel,train
10404,Gravel,train
4178,Gravel,train
2626,Gravel,train
10645,Gravel,train
8736,Gravel,train
804,Gravel,train
10574,Gravel,train
2319,Gravel,train
10160,Gravel,train
1650,Gravel,train
8508,Gravel,train
6951,Gravel,train
209,Gravel,train
5069,Gravel,train
11789,Gravel,train
5684,Gravel,train
3208,Gravel,train
9468,Gravel,train
3579,Gravel,train
5477,Gravel,train
7372,Gravel,train
430,Gravel,train
8073,Gravel,train
11587,Gravel,train
4118,Gravel,train
187,Gravel,train
9969,Gravel,train
8619,Gravel,train
6070,Gravel,train
9927,Gravel,train
672,Gravel,train
6414,Gravel,train
7639,Gravel,train
9305,Gravel,train
8897,Gravel,train
474,Gravel,train
6346,Gravel,train
971,Gravel,train
10894,Gravel,train
7191,Gravel,train
3215,Gravel,train
11715,Gravel,train
11045,Gravel,train
9752,Gravel,train
10106,Gravel,train
26,Gravel,train
5751,Gravel,train
2363,Gravel,train
6406,Gravel,train
4680,Gravel,train
3036,Gravel,train
2315,Gravel,train
11676,Gravel,train
1058,Gravel,train
4092,Gravel,train
4402,Gravel,train
7451,Gravel,train
1531,Gravel,train
5659,Gravel,train
4374,Gravel,train
5904,Gravel,train
7770,Gravel,train
9329,Gravel,train
6935,Gravel,train
113,Gravel,train
3361,Gravel,train
6198,Gravel,train
1274,Gravel,train
3739,Gravel,train
7880,Gravel,train
2853,Gravel,train
165,Gravel,train
3600,Gravel,train
2191,Gravel,train
5054,Gravel,train
10527,Gravel,train
4808,Gravel,train
11318,Gravel,train
7582,Gravel,train
9581,Gravel,train
5698,Gravel,train
4962,Gravel,train
8089,Gravel,train
4972,Gravel,train
7701,Gravel,train
5474,Gravel,train
11671,Gravel,train
3734,Gravel,train
3447,Gravel,train
10437,Gravel,train
6340,Gravel,train
2255,Gravel,train
9233,Gravel,train
8103,Gravel,train
1216,Gravel,train
3283,Gravel,train
7361,Gravel,train
3017,Gravel,train
3173,Gravel,train
8915,Gravel,train
7321,Gravel,train
1083,Gravel,train
10684,Gravel,train
6920,Gravel,train
7030,Gravel,train
6286,Gravel,train
5707,Gravel,train
1983,Gravel,train
5619,Gravel,train
7937,Gravel,train
1588,Gravel,train
5896,Gravel,train
6258,Gravel,train
9449,Gravel,train
5366,Gravel,train
3472,Gravel,train
11032,Gravel,train
10264,Gravel,train
476,Gravel,train
1317,Gravel,train
7904,Gravel,train
2046,Gravel,train
3530,Gravel,train
5059,Gravel,train
1256,Gravel,train
9688,Gravel,train
10095,Gravel,train
8613,Gravel,train
1829,Gravel,train
5899,Gravel,train
10956,Gravel,train
11834,Gravel,train
8904,Gravel,train
3257,Gravel,train
4148,Gravel,train
9389,Gravel,train
10926,Gravel,train
2598,Gravel,train
8134,Gravel,train
3359,Gravel,train
9406,Gravel,train
3527,Gravel,train
4247,Gravel,train
1644,Gravel,train
3932,Gravel,train
5154,Gravel,train
7136,Gravel,train
2256,Gravel,train
277,Gravel,train
7803,Gravel,train
4508,Gravel,train
6982,Gravel,train
8502,Gravel,train
1386,Gravel,train
1243,Gravel,train
2487,Gravel,train
1445,Gravel,train
3214,Gravel,train
2543,Gravel,train
8753,Gravel,train
7724,Gravel,train
1332,Gravel,train
9544,Gravel,train
9332,Gravel,train
9214,Gravel,train
11390,Gravel,train
9525,Gravel,train
7536,Gravel,train
7000,Gravel,train
5403,Gravel,train
4636,Gravel,train
11823,Gravel,train
1176,Gravel,train
5251,Gravel,train
538,Gravel,train
5723,Gravel,train
2219,Gravel,train
2284,Gravel,train
9226,Gravel,train
7278,Gravel,train
6140,Gravel,train
3118,Gravel,train
10030,Gravel,train
6769,Gravel,train
5086,Gravel,train
8251,Gravel,train
9986,Gravel,train
8003,Gravel,train
9248,Gravel,train
6236,Gravel,train
4804,Gravel,train
7693,Gravel,train
10989,Gravel,train
4750,Gravel,train
9410,Gravel,train
2857,Gravel,train
9163,Gravel,train
10372,Gravel,train
940,Gravel,train
6997,Gravel,train
2760,Gravel,train
1946,Gravel,train
6462,Gravel,train
2431,Gravel,train
10462,Gravel,train
4284,Gravel,train
11639,Gravel,train
7312,Gravel,train
5534,Gravel,train
10906,Gravel,train
1276,Gravel,train
6827,Gravel,train
9568,Gravel,train
4419,Gravel,train
7524,Gravel,train
7479,Gravel,train
7732,Gravel,train
1136,Gravel,train
6064,Gravel,train
4165,Gravel,train
461,Gravel,train
4615,Gravel,train
31,Gravel,train
8126,Gravel,train
8980,Gravel,train
983,Gravel,train
78,Gravel,train
7104,Gravel,train
6216,Gravel,train
8770,Gravel,train
6317,Gravel,train
2926,Gravel,train
11475,Gravel,train
7760,Gravel,train
5008,Gravel,train
3262,Gravel,train
9883,Gravel,train
7194,Gravel,train
3833,Gravel,train
5359,Gravel,train
3014,Gravel,train
8932,Gravel,train
10722,Gravel,train
934,Gravel,train
785,Gravel,train
5089,Gravel,train
11687,Gravel,train
5273,Gravel,train
7498,Gravel,train
9900,Gravel,train
3372,Gravel,train
2848,Gravel,train
8413,Gravel,train
10459,Gravel,train
7897,Gravel,train
3818,Gravel,train
10560,Gravel,train
3727,Gravel,train
1098,Gravel,train
4708,Gravel,train
11203,Gravel,train
8857,Gravel,train
5296,Gravel,train
6037,Gravel,train
9417,Gravel,train
11261,Gravel,train
9819,Gravel,train
11012,Gravel,train
8722,Gravel,train
8068,Gravel,train
6891,Gravel,train
1248,Gravel,train
7455,Gravel,train
2550,Gravel,train
1223,Gravel,train
341,Gravel,train
647,Gravel,train
9677,Gravel,train
1661,Gravel,train
2974,Gravel,train
4169,Gravel,train
10933,Gravel,train
4836,Gravel,train
4994,Gravel,train
219,Gravel,train
10241,Gravel,train
7115,Gravel,train
5246,Gravel,train
2035,Gravel,train
3911,Gravel,train
698,Gravel,train
6676,Gravel,train
6168,Gravel,train
3789,Gravel,train
9281,Gravel,train
7801,Gravel,train
11268,Gravel,train
8218,Gravel,train
3766,Gravel,train
7840,Gravel,train
9886,Gravel,train
8166,Gravel,train
2665,Gravel,train
683,Gravel,train
11060,Gravel,train
4941,Gravel,train
7350,Gravel,train
5095,Gravel,train
8591,Gravel,train
311,Gravel,train
11519,Gravel,train
6440,Gravel,train
3495,Gravel,train
11297,Gravel,train
5584,Gravel,train
5878,Gravel,train
5508,Gravel,train
6053,Gravel,train
7853,Gravel,train
7270,Gravel,train
6153,Gravel,train
8840,Gravel,train
986,Gravel,train
10978,Gravel,train
7128,Gravel,train
5772,Gravel,train
6562,Gravel,train
7357,Gravel,train
10653,Gravel,train
3564,Gravel,train
9549,Gravel,train
4989,Gravel,train
1818,Gravel,train
7409,Gravel,train
880,Gravel,train
6990,Gravel,train
5627,Gravel,train
60,Gravel,train
11692,Gravel,train
5786,Gravel,train
9354,Gravel,train
3865,Gravel,train
1533,Gravel,train
7515,Gravel,train
10761,Gravel,train
3061,Gravel,train
11441,Gravel,train
11031,Gravel,train
10612,Gravel,train
11709,Gravel,train
6454,Gravel,train
7762,Gravel,train
5522,Gravel,train
2586,Gravel,train
10499,Gravel,train
6235,Gravel,train
827,Gravel,train
7150,Gravel,train
2071,Gravel,train
3469,Gravel,train
1691,Gravel,train
8205,Gravel,train
7696,Gravel,train
